评论ID,昵称,用户ID,用户sec_id,头像,地区,时间,评论,点赞数,回复数,回复给用户,回复给用户ID,是否置顶,是否热评,包含话题,提及用户
7480562085588976411,幸运小水瓶,70926780985,MS4wLjABAAAAlauf0N6FYwAzQl0LKurZRAwbS67st9MDcNtlq4RURYo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_o0i16AeAEAAfpIBFAzAgombSNCi9kPoBpP3Ov3.jpeg?from=2956013662,上海,2025-03-11 22:41:31,一样，屯着老有安全感了,0,0,,,否,否,,
7480451626713760569,刘玲玲,51689755223,MS4wLjABAAAA4ZmgVf7S2Nyr64CvkC6adPsRdX9y8sNAmSuGar3o-9E,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_owAwgxAUAjiHEBtAbPcgHxidI3WP1ZBTABBIF.jpeg?from=2956013662,江西,2025-03-11 15:32:51,我喜欢买衣服[捂脸]特别喜欢的那种，还爱买耳环[捂脸],0,0,,,否,否,,
7480423737206113060,图图是老大,3536498362690932,MS4wLjABAAAAt408UeaO3vA0adMqvQm_jkaj2Q-feEmF1-Cpnu6u7jf4kZPwi38HOxnMQwrjYbvP,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_faa160e202394861a448c9ed93edef4a.jpeg?from=2956013662,安徽,2025-03-11 13:44:43,我是买了一堆零食，要么死吃 要么一直放那儿,2,0,,,否,否,,
7480364466053546809,蜗牛妈妈带A娃,334689378240551,MS4wLjABAAAAhKWz6bZWzRJEubpEGG0u0Q-TjUKJt-kWH_haZpAk_9A,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQseAzhCRA8VFdC1AYWoa6gEztA3fAA80CAyrI.jpeg?from=2956013662,上海,2025-03-11 09:54:40,那我能跟你当朋友么，我喜欢吃不花钱的零食[看][看][看],0,0,,,否,否,,
7480416907338859314,猪猪爱学习呀,3553233088564871,MS4wLjABAAAAhW_V1CW32qw6JeORV8s59x6LQkKByMum4qEdqLaJdvaTIwMjakZYdpXeDOjzHns0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_fe11da7a0189dd8e3c12807d3e378bc2.jpeg?from=2956013662,黑龙江,2025-03-11 13:18:07,我喜欢囤药 前几天收拾了一米袋子过期的药扔掉了[裂开],0,0,,,否,否,,
7480421287014728505,小7.,94399183341,MS4wLjABAAAAgjTb_S7nQR73x4Ftazfiyc0QxiLnnzTo0loLXSoWSd0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_361dcc226b71312b09103886f26637f0.jpeg?from=2956013662,辽宁,2025-03-11 13:35:08,我就是  然后放到快过期了给我小弟吃  我再囤下一波零食,0,0,,,否,否,,
7480376812627886885,Nice-,3782735209169559,MS4wLjABAAAA8ZBulYTSPQ7ipyYKtBOEBJxKOmuvookWnC9dXClgVKfgn_LwnDpJccCKGosSclF_,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_b8cf4ba08d72c80c74b718b958757669.jpeg?from=2956013662,北京,2025-03-11 10:42:33,这要是给我扔进去，那就是老鼠进米缸了[微笑],0,0,,,否,否,,
7480417241474057018,ʚ🧸ིྀɞ✨,3469690888784270,MS4wLjABAAAAecigb0qW32jeR6jR32J9evumHbAdrQjz40ZJjgWa9WoRJb1rgbPVPRqisKVzlGFf,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_ba2d1ce0b133795524acd56c4a4bd308.jpeg?from=2956013662,安徽,2025-03-11 13:19:25,我不行，我狗窝里放不住剩馍，恨不得一天炫完[憨笑],0,0,,,否,否,,
7480176476622275364,una,60320337063,MS4wLjABAAAAUWL62LLqkI1azJZ2vdlnfI-BsRC2kdFK4LUFiduiWd0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_834683baa76879a98add6c1f471ca9d8.jpeg?from=2956013662,湖北,2025-03-10 21:45:10,这个世界上竟然有人跟我一样的癖好，我也超级爱买，也是放到过期也吃不完，救命啊，根本控制不住自己，每天看到家里没有的零食我就会买，可是买回来我就不想吃了。,15,11,,,否,否,,
7480371470369506063,翻斗花园弯弯,76048882072,MS4wLjABAAAA3SmW3FWSbgvgcexgkt4Z1-i0v-JQh_3IHqBWwkTj-40,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oInADYBl5CpESAF94AyIS3mAAAAfgRfACdJDET.jpeg?from=2956013662,湖南,2025-03-11 10:21:57,狗窝里留不住剩馍的[微笑],0,2,,,否,否,,
7480556393737569084,刘“温柔”,7452948268218926139,MS4wLjABAAAAmvZHFs9ELRh3ipJlGcCAzCcieCD-CK8xsRKieHXukzCH6ukEubDxoINlHRgndF4c,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_0a428c8dc033df462d401720448a3d54.jpeg?from=2956013662,广东,2025-03-11 22:19:22,我经常买些没吃过奇奇怪怪的零食，回来尝一下基本就放在那里了，然后就被我丢了，我女儿经常说我买的零食难吃[泪奔],0,0,,,否,否,,
7480415022172242745,妮子汁儿,63733627688,MS4wLjABAAAAIwR39ekEGllJCdTf-JbA0ixOX3NTvBKS0Dcz00UlkhE,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_ddcebd8e8c2fd35775badc9696de13cf.jpeg?from=2956013662,四川,2025-03-11 13:10:49,报了三次教资和三次初会考试，一次没去[尬笑],1,0,,,否,否,,
7480369469711467299,宣亦日进斗金,71278280199,MS4wLjABAAAAh7B-V68mei68z4RJcrs9vBPF5htImekF3K316LMNddU,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQfnWb9AAvDEmj8EecFlvIAtAYA7QgC6bCAD7A.jpeg?from=2956013662,安徽,2025-03-11 10:14:08,哇 我还以为是我有病。家里一堆零食 没一个是吃完的,0,1,,,否,否,,
7480412944284762938,libangju,180781573737631,MS4wLjABAAAASh-9Sg3cixpP_rl6YyTcFuIJtpzu-suDmrepDT-Jcpo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQpAAdPDWQAtBA2AbgrdtbAfKgDNECnDlIG9Ae.jpeg?from=2956013662,浙江,2025-03-11 13:02:45,我喜欢买各种饰品，但是不戴，我老公说我买了浪费[泪奔],0,0,,,否,否,,
7480322720539231014,长矛沾屎戳谁谁死  水瓶装尿呲谁谁叫,1137353382441988,MS4wLjABAAAAsbDHTvSS0413bjwm9YwbCBbLWGli0BLvWd0K6XBvatlkeUwEjY035n4TKzZf5V2I,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_octb9m0AAAChAYgnIHzoDlIOfEAJzx9DufmADD.jpeg?from=2956013662,福建,2025-03-11 07:12:44,"谁懂啊
毫无欲望的一堵墙",11,9,,,否,否,,
7480392826220790588,财源滚滚来，又瘦又有钱！,11648983502,MS4wLjABAAAAMdUR1-YQp5nrjETAY68dcx2db24h9aJvudsEcyyNqo0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_ossffADvsvFEcF9Hntwj7AeAwIO9EbdQAA6tEH.jpeg?from=2956013662,甘肃,2025-03-11 11:44:40,我是喜欢买饰品，买回来放着不怎么戴[泪奔],0,0,,,否,否,,
7480106665976841018,林子期,2456725983338887,MS4wLjABAAAA8dDWuC2qqFhhVDDdUiNkWTdKtpUosomiefC1tZR1wRjWHvuqIPdfiL5oCS_PUWOC,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_okFffANOyAlAJPwAErHJD7nE8AIfQrtABNugID.jpeg?from=2956013662,湖南,2025-03-10 17:14:15,买很多旅游才敢穿的衣服 然后不怎么去旅游[听歌],54,6,,,否,否,,
7480425916499018506,L,2651636416123275,MS4wLjABAAAAu32kzbLS1jnJNG6LKPP5GxeqCLMBd2X6NvvU1Rb7QwBKeqBP0k8NRwdRAUOhB4rj,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_f38f68f2000a8ece63fefa94f88fe772.jpeg?from=2956013662,河北,2025-03-11 13:53:10,我喜欢囤零食，但是我会吃完,0,0,,,否,否,,
7480555527086588709,明天一起吃饭吗,73319682906,MS4wLjABAAAAWjz_onIOrl2mVqYbYJfO5qm1xZ4g53UjkNA-l2KNPRQ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oYXjkAp8HCA8LiInCpifACgYodEAYaE59AB7Af.jpeg?from=2956013662,河南,2025-03-11 22:16:05,我喜欢晚上超市买打折的凉皮，完事了告诉自己第二天吃，永远不吃第二天扔掉但是锲而不舍买，夏天买到冬天，冬天买到夏天，只要去超市就买我觉得我有病[呆无辜],0,0,,,否,否,,
7480445670656377657,安安,2740446099417224,MS4wLjABAAAAkZvZkN3yCPUupca9QO68_oq7x8hM5qmY2zvhgHzbRDFCl9BmYJ5dfs8QGR4EjqdR,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_o0zDEMlAABiuiwAAa8sEfiqzlEeHVIvxen5SPA.jpeg?from=2956013662,江苏,2025-03-11 15:09:46,我绝对忍不住,0,0,,,否,否,,
7480443705150653244,速走  速走,104299070918,MS4wLjABAAAAXAumcuWM1CVZ9Q-Bllkg-6hkJTh5Kb9x2fIshuU5VZc,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oMieM7Is9BQ8AQBwCgfBicANAtEysAViAktzlA.jpeg?from=2956013662,湖南,2025-03-11 15:02:09,我买啥，我必须想吃完[抠鼻],0,0,,,否,否,,
7480412708807967545,Ethereal,54700809890,MS4wLjABAAAAvgEG-QCWJnLEuj51ElkhsiR7IYUMXn2L9gB0oL4e5YE,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oMAA8tiIEEwndPyfR7ieLvDTmLZIqAAIBEf9A3.jpeg?from=2956013662,江苏,2025-03-11 13:01:50,你们懂吗？我不懂,0,0,,,否,否,,
7480428379163935545,豌豆．,98724061266,MS4wLjABAAAARoH1PGoIfp0JfiF0lvZxASEzxsIp-cXsc7Pw_vRWflI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oMAfdi6qAXd9XB9sIXvE6cAkDZiAem3ewAEzEp.jpeg?from=2956013662,云南,2025-03-11 14:02:40,喜欢抓娃娃[尬笑]，抓到。放到那些纸箱里面塞满了，还要抓,0,0,,,否,否,,
7480412694304064314,乐宝宝,67768982433,MS4wLjABAAAAOvMVeV1qTRvXiqqHdJVTI4f1v72N-tYpOHj27lnsPsk,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_88ea1db3724624b070de03f92970fa57.jpeg?from=2956013662,浙江,2025-03-11 13:01:47,只要囤了    我就不吃了[绝望的凝视],1,0,,,否,否,,
7480395630679933747,小心心❤️,108186188521,MS4wLjABAAAABQ-wy78msXgexHY7XLc45NGEzT-Z6x0PPjTGm3Lt2OI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_c6af06c77bda48c0af23033ab9d9330b.jpeg?from=2956013662,江西,2025-03-11 11:55:37,妹妹你还缺姐姐吗[舔屏]能吃会喝帮你消灭零食的那种姐姐[色],0,0,,,否,否,,
7480132142909211419,阿黎今天也没玩游戏呢,852828626094509,MS4wLjABAAAASEmVuo-_17dczeluq7ZYOIBkpyno6blPuME_BDhR6RI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQkn1CgIhvzAJN6feHCvAmzaKA0A9AAAEzVbNQ.jpeg?from=2956013662,广东,2025-03-10 18:53:07,我的心里认为我该备点吃的，买了后，我的嘴不想吃，不买，想吃[暗中观察][暗中观察],32,8,,,否,否,,
7480411945372500763,･ᴗ･꧞,84997762809,MS4wLjABAAAAYNNRfxVZfk6Ok-CgZCpzeVr3wEm6sf3gLEGkpTcVt-Y,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_afb1f9ccb220b033484a85ee4b9e53ca.jpeg?from=2956013662,四川,2025-03-11 12:58:53,看见路边各种水果感觉都好吃都买 买回家一点不想吃[捂脸],0,0,,,否,否,,
7480420542777525043,耀登牛肉米线飘香,62380272606,MS4wLjABAAAAfzf63NA98ZCHtzVvtSO_oi03sUUqOgodu51Ky8H10AA,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-hf2m9xxmck_3ee50c0bc82b4bf38099b93c454b1fb4.jpeg?from=2956013662,云南,2025-03-11 13:32:18,我喜欢买包包  各种大小包都有 但每天就重复背一个[捂脸],0,0,,,否,否,,
7480406611003409178,椿、,67076437336,MS4wLjABAAAAK0OiNAl2AxTZyZhLNUh7wDtNR9jdTYZGFlx9FnVL738,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQCiM4w5Er0AN2zCdaGBfAdeHIAiAAXgATdzIJ.jpeg?from=2956013662,安徽,2025-03-11 12:38:13,这个是真不懂，现在年龄大了间歇性的想吃，平时不想吃根本不会买，只要想吃买了根本放过两天,2,0,,,否,否,,
7480377389631226683,蓝坨子,57517140485,MS4wLjABAAAAXIZ7cnzzAVqfDR6I3oYVJufxIDMMt0Yc9UUHgLfJkGc,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_f2526c75f1774a04804ddfcc5b0c3c93.jpeg?from=2956013662,江苏,2025-03-11 10:44:48,以前上班住宿舍，一箱一箱的买零食，吃不完带回家给我弟我妹吃，现在买零食，吃不完给我婆婆吃[捂脸][捂脸][捂脸],0,0,,,否,否,,
7480407686295978787,雨雾.,64360324477,MS4wLjABAAAAF17v-3AwdReskfR-lPV4sHi5jhHO-Op6E4R3lS9RlhI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_72dd02f569958efa3291b49e77dee0e9.jpeg?from=2956013662,重庆,2025-03-11 12:42:25,不会 没这么有钱,1,0,,,否,否,,
7480407723939562249,moonss,716510553707288,MS4wLjABAAAA-ZnD4tBqaVMEiHk-VytDLAGG-UNAHXLibbIMD7_459M,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_38fbad21680d91aad01512ef860a5501.jpeg?from=2956013662,湖南,2025-03-11 12:42:29,一样[吐血]因为小时候缺吃,0,0,,,否,否,,
7480400829938811688,微醺,808860243737748,MS4wLjABAAAAcxUB22ys_36sac6ITrgqxjgpufPt_X5FE6XCyn862kM,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_0c2dbee48d1d4478b37757d9c73386c1.jpeg?from=2956013662,安徽,2025-03-11 12:15:45,小时候吃不上零食吧[捂脸]我也是，长大后超级爱买零食，有的放到快过期了还没吃。,0,0,,,否,否,,
7480408279358210875,LBXIN🫧,103631931608,MS4wLjABAAAA8Ux8ovyi7i90Ox20svSAKhfRrFJxUPM1p8Xc7MfCZdQ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_9a82e200f03f1bd28af248995c13a4a8.jpeg?from=2956013662,安徽,2025-03-11 12:44:38,真的忍不住买零食,0,0,,,否,否,,
7480257363187221299,可乐只喝第一口,93696847107,MS4wLjABAAAAJlrPVzYp_zXL2BPFBxutoM1b8lInyY0CgC5ockb4OuA,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_o4wEyEMAPiZ8BQiMbyArAI1wGhXAnGPSCAsR6.jpeg?from=2956013662,山东,2025-03-11 02:59:24,你们买了不吃不用的满足了发给我[看],1,0,,,否,否,,
7480155525646566207,梦想,99912533907,MS4wLjABAAAAmFzx48cnjgPP9YHDywrsVtG4_TPt54kE-z8l_rjgr-Q,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_3102f0000e49dbf447fab.jpeg?from=2956013662,福建,2025-03-10 20:23:52,我光想囤这玩意、就是涨的太猛了[捂脸],21,4,,,否,否,,
7480406282186785594,🐚一颗小叮💜,72355957846,MS4wLjABAAAAcrxn7WGF-2UDfHIY62Fr3Pv3lh5S_H0ukVwk2d7gloo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_1d53dde3349ce44136e6686f1ab738fe.jpeg?from=2956013662,江苏,2025-03-11 12:36:54,我家书房弄了两个高一米八长一米五的架子，满满的吃的隔一段时间就得偷偷扔一批[泪奔],1,0,,,否,否,,
7480379586183709474,ღ᭄ꦿ꯭喜颜ঞৣঁ,91658054871,MS4wLjABAAAAucJT9g69KICwPhTKEHiUuUCav5Szj98Q7a32PIuVLYg,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2416a0002afe56c1af039.jpeg?from=2956013662,广西,2025-03-11 10:53:23,没关系，看似浪费了一些钱，实质花钱的过程是在防止我们抑郁,0,0,,,否,否,,
7480407548688990976,绿色的冰苏打,63220039211,MS4wLjABAAAAJ-PTwS_XNCjh-lDxRfCCJ-HBnGP5_MoCaIxGZocrLHo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2df920004ee2452aab53c.jpeg?from=2956013662,河南,2025-03-11 12:41:49,你们这类人拉个群，把我放进去，处理给我[泪奔][泪奔][泪奔][泪奔],3,0,,,否,否,,
7480347268718084904,噗哈哈,92700637496,MS4wLjABAAAAZjX1xIKVZPnMzGBgJxWop2zncgFhP-F_bxMF5F4OapQ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_owzeCkhAYABaAmCHAsI4xqgEzNAhfAAFQCAy2I.jpeg?from=2956013662,江苏,2025-03-11 08:47:56,可以不吃，但不能没有，吃一点就不爱吃了，然后全部分给同事，还有谁,5,0,,,否,否,,
7480231525260034851,🌜⃢✨杨紫涵,88664102078,MS4wLjABAAAAlIFvXsYRBQIt9BvQIBnZvcDQs1Nb1Eb0B21mmswDBIM,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_owFIAARYEFA0NtAgQ9FDCjUgG31Av0noaAhfCe.jpeg?from=2956013662,福建,2025-03-11 01:19:02,我都是囤厨房用具 [捂脸]光电饭煲就四个[捂脸],1,0,,,否,否,,
7480129449431843641,元兮🌈,3315768224398596,MS4wLjABAAAAoLUt33ViVVen3XSqXrgoWIMO-E5wFQ-nvLkQrzbH7_gJ_n84hkjCDL3_5NjP6UJ2,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_o4AAn7hIEAglfMRNq5fCGTBX0vbDkAAizCu9AF.jpeg?from=2956013662,广东,2025-03-10 18:42:39,我就不一样了，买回来就想吃[看],16,4,,,否,否,,
7480183424868877083,鱼是不是喝醉了～,69463116977,MS4wLjABAAAAEatxJlRHBvk7qkj6yPkD-bYuzGyqhsVfADgsJ4WCv7Q,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ogAzAtaszAAzfAoAczhtdzEDGCDInBngCne2oA.jpeg?from=2956013662,广东,2025-03-10 22:12:07,屯水果 然后不吃 放坏就扔,3,0,,,否,否,,
7480334574745813800,不吃晚饭.,1058199569178168,MS4wLjABAAAAWtTMIWKO-zFmorXe55pPgmfhrqrQaFftnV7owNOiGN4xrqLvhG2CvhjFX1w9t5Y9,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_osmA5fCZAzqBQ5GO7fCEBV78pIQuIALlAAAJeG.jpeg?from=2956013662,安徽,2025-03-11 07:58:46,我就好了，我什么都不喜欢囤，因为我家什么都囤不住[看],1,0,,,否,否,,
7480513198334329635,537🔆,21919531798,MS4wLjABAAAAvA3S3ScxVrKEYLqm0lgZNvLsLghA-e_Ro-lsmZcIhwc,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_a2ead3fd83f8bbd28d26c94e65ab16b7.jpeg?from=2956013662,贵州,2025-03-11 19:31:50,真的 我就是这样的[裂开],0,0,,,否,否,,
7480499517444899642,那些二三事,237961371190446,MS4wLjABAAAACTKOekzpjL5ZT-4jhIByYOcsf0x1fCRUAnZZlpkApMs,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-image-file_516967a73afe3fea7d69c1b6a9cacce4.jpeg?from=2956013662,广东,2025-03-11 18:38:40,你可以放一周之后寄给我吃吗[比心][比心],0,0,,,否,否,,
7480402785424786227,桂花同载少年游,4032628509643592,MS4wLjABAAAA2yggwSHRehTUY8F46e7imi8kdVGt3xEULlkHW7fAaX4q4YZq-1H4a6c9lOrKaQAM,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oUE5C88M0Ils2fbDsIKeHfOEeI3AhQbAWAAjQA.jpeg?from=2956013662,陕西,2025-03-11 12:23:24,以前觉得自己是大众，后来扔了好几次过期的零食发现是小众。零食在货架上时最好吃。,0,0,,,否,否,,
